Al,"20/08/2025"
 
Ticker dell'emittente,Nome,Settore,Asset Class,Valore di mercato,Ponderazione (%),Valore nozionale,Nominale,Prezzo,Area Geografica,Cambio,Valuta di mercato
"GPN","GLOBAL PAYMENTS INC","Finanziari","Azionario","32.817.917,79","0,03","32.817.917,79","382.627,00","85,77","Stati Uniti","New York Stock Exchange Inc.","USD"
"FMG","FORTESCUE LTD","Materiali","Azionario","32.669.220,23","0,03","32.669.220,23","2.621.442,00","12,46","Australia","Asx - All Markets","AUD"
"TRMB","TRIMBLE INC","IT","Azionario","32.626.322,40","0,03","32.626.322,40","406.812,00","80,20","Stati Uniti","NASDAQ","USD"
"9022","CENTRAL JAPAN RAILWAY","Industriali","Azionario","32.535.710,20","0,03","32.535.710,20","1.202.300,00","27,06","Giappone","Tokyo Stock Exchange","JPY"
"CDW","CDW CORP","IT","Azionario","32.536.100,12","0,03","32.536.100,12","194.932,00","166,91","Stati Uniti","NASDAQ","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Generi di largo consumo","Azionario","32.512.917,50","0,03","32.512.917,50","351.491,00","92,50","Paesi Bassi","NASDAQ","USD"
"CVE","CENOVUS ENERGY INC","Energia","Azionario","32.467.299,97","0,03","32.467.299,97","2.163.368,00","15,01","Canada","Toronto Stock Exchange","CAD"
"5803","FUJIKURA LTD","Industriali","Azionario","32.363.721,09","0,03","32.363.721,09","419.900,00","77,07","Giappone","Tokyo Stock Exchange","JPY"
"FSLR","FIRST SOLAR INC","IT","Azionario","32.351.418,84","0,03","32.351.418,84","156.711,00","206,44","Stati Uniti","NASDAQ","USD"
"VWS","VESTAS WIND SYSTEMS","Industriali","Azionario","32.306.459,90","0,03","32.306.459,90","1.538.047,00","21,00","Danimarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"SW","SMURFIT WESTROCK PLC","Materiali","Azionario","32.237.987,70","0,03","32.237.987,70","768.486,00","41,95","Stati Uniti","New York Stock Exchange Inc.","USD"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Salute","Azionario","32.239.435,80","0,03","32.239.435,80","304.980,00","105,71","Stati Uniti","New York Stock Exchange Inc.","USD"
"GIB.A","CGI INC CLASS A","IT","Azionario","32.207.771,65","0,03","32.207.771,65","339.817,00","94,78","Canada","Toronto Stock Exchange","CAD"
"EIX","EDISON INTERNATIONAL","Imprese di servizi di pubblica utilità","Azionario","32.169.053,68","0,03","32.169.053,68","574.858,00","55,96","Stati Uniti","New York Stock Exchange Inc.","USD"
"8604","NOMURA HOLDINGS INC","Finanziari","Azionario","32.157.184,97","0,03","32.157.184,97","4.455.331,00","7,22","Giappone","Tokyo Stock Exchange","JPY"
"PPL","PEMBINA PIPELINE CORP","Energia","Azionario","32.137.251,47","0,03","32.137.251,47","853.923,00","37,63","Canada","Toronto Stock Exchange","CAD"
"7269","SUZUKI MOTOR CORP","Consumi Discrezionali","Azionario","32.065.440,00","0,03","32.065.440,00","2.380.616,00","13,47","Giappone","Tokyo Stock Exchange","JPY"
"GBP","GBP CASH","Liquidità e/o derivati","Contanti","31.999.294,16","0,03","31.999.294,16","23.750.682,00","134,73","Regno unito","-","GBP"
"GDDY","GODADDY INC CLASS A","IT","Azionario","31.973.397,66","0,03","31.973.397,66","218.502,00","146,33","Stati Uniti","New York Stock Exchange Inc.","USD"
"CLS","CELESTICA INC","IT","Azionario","31.945.206,39","0,03","31.945.206,39","174.460,00","183,11","Canada","Toronto Stock Exchange","CAD"
"WRB","WR BERKLEY CORP","Finanziari","Azionario","31.915.836,80","0,03","31.915.836,80","439.370,00","72,64","Stati Uniti","New York Stock Exchange Inc.","USD"
"4452","KAO CORP","Generi di largo consumo","Azionario","31.907.199,18","0,03","31.907.199,18","685.224,00","46,56","Giappone","Tokyo Stock Exchange","JPY"
"EQNR","EQUINOR","Energia","Azionario","31.841.506,93","0,03","31.841.506,93","1.303.631,00","24,43","Norvegia","Oslo Bors Asa","NOK"
"QBE","QBE INSURANCE GROUP LTD","Finanziari","Azionario","31.763.233,68","0,03","31.763.233,68","2.288.909,00","13,88","Australia","Asx - All Markets","AUD"
"DGX","QUEST DIAGNOSTICS INC","Salute","Azionario","31.748.332,40","0,03","31.748.332,40","172.171,00","184,40","Stati Uniti","New York Stock Exchange Inc.","USD"
"PINS","PINTEREST INC CLASS A","Comunicazione","Azionario","31.691.977,80","0,03","31.691.977,80","893.235,00","35,48","Stati Uniti","New York Stock Exchange Inc.","USD"
"DVN","DEVON ENERGY CORP","Energia","Azionario","31.657.602,60","0,03","31.657.602,60","937.170,00","33,78","Stati Uniti","New York Stock Exchange Inc.","USD"
"APTV","APTIV PLC","Consumi Discrezionali","Azionario","31.543.611,30","0,03","31.543.611,30","419.742,00","75,15","Stati Uniti","New York Stock Exchange Inc.","USD"
"5802","SUMITOMO ELECTRIC INDUSTRIES LTD","Consumi Discrezionali","Azionario","31.506.480,06","0,03","31.506.480,06","1.194.597,00","26,37","Giappone","Tokyo Stock Exchange","JPY"
"LDO","LEONARDO FINMECCANICA SPA","Industriali","Azionario","31.487.092,00","0,03","31.487.092,00","601.815,00","52,32","Italia","Borsa Italiana","EUR"
"4503","ASTELLAS PHARMA INC","Salute","Azionario","31.423.334,69","0,03","31.423.334,69","2.722.800,00","11,54","Giappone","Tokyo Stock Exchange","JPY"
"5401","NIPPON STEEL CORP","Materiali","Azionario","31.392.581,63","0,03","31.392.581,63","1.516.500,00","20,70","Giappone","Tokyo Stock Exchange","JPY"
"SAB","BANCO DE SABADELL SA","Finanziari","Azionario","31.361.378,42","0,03","31.361.378,42","7.904.066,00","3,97","Spagna","Bolsa De Madrid","EUR"
"ACA","CREDIT AGRICOLE SA","Finanziari","Azionario","31.326.354,63","0,03","31.326.354,63","1.570.737,00","19,94","Francia","Nyse Euronext - Euronext Paris","EUR"
"ERIC B","ERICSSON B","IT","Azionario","31.210.577,36","0,03","31.210.577,36","4.029.552,00","7,75","Svezia","Nasdaq Omx Nordic","SEK"
"NTAP","NETAPP INC","IT","Azionario","31.176.713,10","0,03","31.176.713,10","287.555,00","108,42","Stati Uniti","NASDAQ","USD"
"BT.A","BT GROUP PLC","Comunicazione","Azionario","31.090.547,21","0,03","31.090.547,21","10.844.073,00","2,87","Regno unito","London Stock Exchange","GBP"
"TROW","T ROWE PRICE GROUP INC","Finanziari","Azionario","31.056.212,48","0,03","31.056.212,48","293.648,00","105,76","Stati Uniti","NASDAQ","USD"
"RBA","RB GLOBAL INC","Industriali","Azionario","31.001.433,62","0,03","31.001.433,62","269.011,00","115,24","Canada","Toronto Stock Exchange","CAD"
"SHL","SIEMENS HEALTHINEERS AG","Salute","Azionario","30.940.417,21","0,03","30.940.417,21","550.845,00","56,17","Germania","Xetra","EUR"
"NXT","NEXT PLC","Consumi Discrezionali","Azionario","30.911.536,11","0,03","30.911.536,11","187.216,00","165,11","Regno unito","London Stock Exchange","GBP"
"ON","ON SEMICONDUCTOR CORP","IT","Azionario","30.794.580,30","0,03","30.794.580,30","622.490,00","49,47","Stati Uniti","NASDAQ","USD"
"669","TECHTRONIC INDUSTRIES LTD","Industriali","Azionario","30.685.218,01","0,03","30.685.218,01","2.383.000,00","12,88","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"CFG","CITIZENS FINANCIAL GROUP INC","Finanziari","Azionario","30.634.327,44","0,03","30.634.327,44","627.624,00","48,81","Stati Uniti","New York Stock Exchange Inc.","USD"
"1925","DAIWA HOUSE INDUSTRY LTD","Immobili","Azionario","30.499.053,06","0,03","30.499.053,06","830.252,00","36,73","Giappone","Tokyo Stock Exchange","JPY"
"LVS","LAS VEGAS SANDS CORP","Consumi Discrezionali","Azionario","30.487.045,12","0,03","30.487.045,12","568.576,00","53,62","Stati Uniti","New York Stock Exchange Inc.","USD"
"FRE","FRESENIUS SE AND CO KGAA","Salute","Azionario","30.446.067,02","0,03","30.446.067,02","553.655,00","54,99","Germania","Xetra","EUR"
"ASM","ASM INTERNATIONAL NV","IT","Azionario","30.346.744,39","0,03","30.346.744,39","63.899,00","474,92","Paesi Bassi","Euronext Amsterdam","EUR"
"LII","LENNOX INTERNATIONAL INC","Industriali","Azionario","30.296.973,48","0,03","30.296.973,48","51.431,00","589,08","Stati Uniti","New York Stock Exchange Inc.","USD"
"NTRA","NATERA INC","Salute","Azionario","30.305.539,20","0,03","30.305.539,20","188.655,00","160,64","Stati Uniti","NASDAQ","USD"
"DSFIR","DSM FIRMENICH AG","Materiali","Azionario","30.279.195,16","0,03","30.279.195,16","304.501,00","99,44","Paesi Bassi","Euronext Amsterdam","EUR"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Comunicazione","Azionario","30.257.805,36","0,03","30.257.805,36","297.608,00","101,67","Stati Uniti","NASDAQ","USD"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Finanziari","Azionario","30.128.904,00","0,03","30.128.904,00","15.600,00","1.931,34","Stati Uniti","NASDAQ","USD"
"16","SUN HUNG KAI PROPERTIES LTD","Immobili","Azionario","30.108.957,15","0,03","30.108.957,15","2.537.516,00","11,87","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industriali","Azionario","29.953.331,40","0,03","29.953.331,40","340.766,00","87,90","Stati Uniti","NASDAQ","USD"
"NI","NISOURCE INC","Imprese di servizi di pubblica utilità","Azionario","29.794.803,30","0,03","29.794.803,30","700.395,00","42,54","Stati Uniti","New York Stock Exchange Inc.","USD"
"BXB","BRAMBLES LTD","Industriali","Azionario","29.717.729,78","0,03","29.717.729,78","1.989.398,00","14,94","Australia","Asx - All Markets","AUD"
"2388","BOC HONG KONG HOLDINGS LTD","Finanziari","Azionario","29.627.314,09","0,03","29.627.314,09","6.282.977,00","4,72","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"LGEN","LEGAL AND GENERAL GROUP PLC","Finanziari","Azionario","29.598.429,34","0,03","29.598.429,34","8.430.046,00","3,51","Regno unito","London Stock Exchange","GBP"
"STLD","STEEL DYNAMICS INC","Materiali","Azionario","29.584.622,60","0,03","29.584.622,60","235.828,00","125,45","Stati Uniti","NASDAQ","USD"
"6178","JAPAN POST HOLDINGS LTD","Finanziari","Azionario","29.509.210,20","0,02","29.509.210,20","2.871.800,00","10,28","Giappone","Tokyo Stock Exchange","JPY"
"INF","INFORMA PLC","Comunicazione","Azionario","29.513.571,20","0,02","29.513.571,20","2.454.697,00","12,02","Regno unito","London Stock Exchange","GBP"
"REP","REPSOL SA","Energia","Azionario","29.456.241,52","0,02","29.456.241,52","1.852.982,00","15,90","Spagna","Bolsa De Madrid","EUR"
"AMCR","AMCOR PLC","Materiali","Azionario","29.444.617,46","0,02","29.444.617,46","3.435.778,00","8,57","Stati Uniti","New York Stock Exchange Inc.","USD"
"KPN","KONINKLIJKE KPN NV","Comunicazione","Azionario","29.428.632,72","0,02","29.428.632,72","6.155.763,00","4,78","Paesi Bassi","Euronext Amsterdam","EUR"
"POLI","BANK HAPOALIM BM","Finanziari","Azionario","29.355.019,29","0,02","29.355.019,29","1.583.432,00","18,54","Israele","Tel Aviv Stock Exchange","ILS"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Finanziari","Azionario","29.333.748,48","0,02","29.333.748,48","372.634,00","78,72","Stati Uniti","NASDAQ","USD"
"6723","RENESAS ELECTRONICS CORP","IT","Azionario","29.220.208,16","0,02","29.220.208,16","2.448.900,00","11,93","Giappone","Tokyo Stock Exchange","JPY"
"BIIB","BIOGEN INC","Salute","Azionario","28.922.429,10","0,02","28.922.429,10","208.090,00","138,99","Stati Uniti","NASDAQ","USD"
"FFIV","F5 INC","IT","Azionario","28.858.784,94","0,02","28.858.784,94","91.386,00","315,79","Stati Uniti","NASDAQ","USD"
"STLAM","STELLANTIS NV","Consumi Discrezionali","Azionario","28.853.217,60","0,02","28.853.217,60","2.935.347,00","9,83","Italia","Borsa Italiana","EUR"
"8308","RESONA HOLDINGS INC","Finanziari","Azionario","28.838.228,57","0,02","28.838.228,57","2.841.300,00","10,15","Giappone","Tokyo Stock Exchange","JPY"
"EXE","EXPAND ENERGY CORP","Energia","Azionario","28.812.692,00","0,02","28.812.692,00","306.518,00","94,00","Stati Uniti","NASDAQ","USD"
"NN","NN GROUP NV","Finanziari","Azionario","28.766.022,17","0,02","28.766.022,17","402.486,00","71,47","Paesi Bassi","Euronext Amsterdam","EUR"
"PNR","PENTAIR","Industriali","Azionario","28.672.138,56","0,02","28.672.138,56","272.964,00","105,04","Stati Uniti","New York Stock Exchange Inc.","USD"
"GPC","GENUINE PARTS","Consumi Discrezionali","Azionario","28.645.293,95","0,02","28.645.293,95","209.105,00","136,99","Stati Uniti","New York Stock Exchange Inc.","USD"
"MT","ARCELORMITTAL SA","Materiali","Azionario","28.629.512,05","0,02","28.629.512,05","838.937,00","34,13","Francia","Euronext Amsterdam","EUR"
"EL","ESTEE LAUDER INC CLASS A","Generi di largo consumo","Azionario","28.611.385,00","0,02","28.611.385,00","330.500,00","86,57","Stati Uniti","New York Stock Exchange Inc.","USD"
"TEVA","TEVA PHARMACEUTICAL INDUSTRIES ADR","Salute","Azionario","28.598.974,59","0,02","28.598.974,59","1.624.019,00","17,61","Israele","New York Stock Exchange Inc.","USD"
"TOST","TOAST INC CLASS A","Finanziari","Azionario","28.599.819,65","0,02","28.599.819,65","674.365,00","42,41","Stati Uniti","New York Stock Exchange Inc.","USD"
"HLMA","HALMA PLC","IT","Azionario","28.573.449,88","0,02","28.573.449,88","649.355,00","44,00","Regno unito","London Stock Exchange","GBP"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Consumi Discrezionali","Azionario","28.562.131,62","0,02","28.562.131,62","238.090,00","119,96","Regno unito","London Stock Exchange","GBP"
"CLNX","CELLNEX TELECOM SA","Comunicazione","Azionario","28.506.556,62","0,02","28.506.556,62","808.263,00","35,27","Spagna","Bolsa De Madrid","EUR"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Finanziari","Azionario","28.430.299,63","0,02","28.430.299,63","2.167.621,00","13,12","Svezia","Nasdaq Omx Nordic","SEK"
"CSL","CARLISLE COMPANIES INC","Industriali","Azionario","28.387.770,72","0,02","28.387.770,72","73.992,00","383,66","Stati Uniti","New York Stock Exchange Inc.","USD"
"6594","NIDEC CORP","Industriali","Azionario","28.290.767,35","0,02","28.290.767,35","1.360.400,00","20,80","Giappone","Tokyo Stock Exchange","JPY"
"J","JACOBS SOLUTIONS INC","Industriali","Azionario","28.215.251,22","0,02","28.215.251,22","192.543,00","146,54","Stati Uniti","New York Stock Exchange Inc.","USD"
"DKNG","DRAFTKINGS INC CLASS A","Consumi Discrezionali","Azionario","28.174.860,45","0,02","28.174.860,45","617.193,00","45,65","Stati Uniti","NASDAQ","USD"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumi Discrezionali","Azionario","28.124.615,55","0,02","28.124.615,55","440.743,00","63,81","Canada","Toronto Stock Exchange","CAD"
"GEN","GEN DIGITAL INC","IT","Azionario","28.055.075,28","0,02","28.055.075,28","892.337,00","31,44","Stati Uniti","NASDAQ","USD"
"ROL","ROLLINS INC","Industriali","Azionario","28.032.031,68","0,02","28.032.031,68","479.672,00","58,44","Stati Uniti","New York Stock Exchange Inc.","USD"
"KER","KERING SA","Consumi Discrezionali","Azionario","27.972.375,80","0,02","27.972.375,80","108.206,00","258,51","Francia","Nyse Euronext - Euronext Paris","EUR"
"WY","WEYERHAEUSER REIT","Immobili","Azionario","27.896.562,40","0,02","27.896.562,40","1.072.120,00","26,02","Stati Uniti","New York Stock Exchange Inc.","USD"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Immobili","Azionario","27.861.417,96","0,02","27.861.417,96","195.711,00","142,36","Stati Uniti","New York Stock Exchange Inc.","USD"
"GALD","GALDERMA GROUP N AG","Salute","Azionario","27.822.097,41","0,02","27.822.097,41","168.030,00","165,58","Svizzera","SIX Swiss Exchange","CHF"
"1","CK HUTCHISON HOLDINGS LTD","Industriali","Azionario","27.643.925,48","0,02","27.643.925,48","4.214.040,00","6,56","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"WST","WEST PHARMACEUTICAL SERVICES INC","Salute","Azionario","27.645.067,90","0,02","27.645.067,90","112.205,00","246,38","Stati Uniti","New York Stock Exchange Inc.","USD"
"HOLX","HOLOGIC INC","Salute","Azionario","27.633.337,56","0,02","27.633.337,56","401.881,00","68,76","Stati Uniti","NASDAQ","USD"
"MDB","MONGODB INC CLASS A","IT","Azionario","27.620.371,20","0,02","27.620.371,20","129.856,00","212,70","Stati Uniti","NASDAQ","USD"
"IMO","IMPERIAL OIL LTD","Energia","Azionario","27.515.930,97","0,02","27.515.930,97","329.637,00","83,47","Canada","Toronto Stock Exchange","CAD"
"LNT","ALLIANT ENERGY CORP","Imprese di servizi di pubblica utilità","Azionario","27.494.182,98","0,02","27.494.182,98","414.506,00","66,33","Stati Uniti","NASDAQ","USD"
"2502","ASAHI GROUP HOLDINGS LTD","Generi di largo consumo","Azionario","27.266.470,71","0,02","27.266.470,71","2.074.086,00","13,15","Giappone","Tokyo Stock Exchange","JPY"
"TER","TERADYNE INC","IT","Azionario","27.268.837,20","0,02","27.268.837,20","248.985,00","109,52","Stati Uniti","NASDAQ","USD"
"MRU","METRO INC","Generi di largo consumo","Azionario","27.200.833,80","0,02","27.200.833,80","369.236,00","73,67","Canada","Toronto Stock Exchange","CAD"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","IT","Azionario","27.133.396,47","0,02","27.133.396,47","143.343,00","189,29","Israele","NASDAQ","USD"
"IT","GARTNER INC","IT","Azionario","27.109.863,00","0,02","27.109.863,00","111.015,00","244,20","Stati Uniti","New York Stock Exchange Inc.","USD"
"BURL","BURLINGTON STORES INC","Consumi Discrezionali","Azionario","26.931.515,27","0,02","26.931.515,27","97.117,00","277,31","Stati Uniti","New York Stock Exchange Inc.","USD"
"INVH","INVITATION HOMES INC","Immobili","Azionario","26.902.635,50","0,02","26.902.635,50","880.610,00","30,55","Stati Uniti","New York Stock Exchange Inc.","USD"
"COL","COLES GROUP LTD","Generi di largo consumo","Azionario","26.792.078,04","0,02","26.792.078,04","1.952.393,00","13,72","Australia","Asx - All Markets","AUD"
"PKG","PACKAGING CORP OF AMERICA","Materiali","Azionario","26.765.813,88","0,02","26.765.813,88","135.099,00","198,12","Stati Uniti","New York Stock Exchange Inc.","USD"
"HEIA","HEICO CORP CLASS A","Industriali","Azionario","26.621.928,64","0,02","26.621.928,64","110.777,00","240,32","Stati Uniti","New York Stock Exchange Inc.","USD"
"6971","KYOCERA CORP","IT","Azionario","26.547.693,96","0,02","26.547.693,96","1.973.956,00","13,45","Giappone","Tokyo Stock Exchange","JPY"
"6273","SMC (JAPAN) CORP","Industriali","Azionario","26.509.166,67","0,02","26.509.166,67","85.645,00","309,52","Giappone","Tokyo Stock Exchange","JPY"
"TRU","TRANSUNION","Industriali","Azionario","26.449.723,12","0,02","26.449.723,12","301.387,00","87,76","Stati Uniti","New York Stock Exchange Inc.","USD"
"HAL","HALLIBURTON","Energia","Azionario","26.413.634,10","0,02","26.413.634,10","1.251.831,00","21,10","Stati Uniti","New York Stock Exchange Inc.","USD"
"NTNX","NUTANIX INC CLASS A","IT","Azionario","26.403.835,26","0,02","26.403.835,26","379.202,00","69,63","Stati Uniti","NASDAQ","USD"
"5020","ENEOS HOLDINGS INC","Energia","Azionario","26.341.837,81","0,02","26.341.837,81","4.449.328,00","5,92","Giappone","Tokyo Stock Exchange","JPY"
"8309","SUMITOMO MITSUI TRUST GROUP INC","Finanziari","Azionario","26.185.453,18","0,02","26.185.453,18","909.346,00","28,80","Giappone","Tokyo Stock Exchange","JPY"
"MKC","MCCORMICK & CO NON-VOTING INC","Generi di largo consumo","Azionario","26.192.002,32","0,02","26.192.002,32","374.814,00","69,88","Stati Uniti","New York Stock Exchange Inc.","USD"
"FTV","FORTIVE CORP","Industriali","Azionario","26.123.287,28","0,02","26.123.287,28","543.782,00","48,04","Stati Uniti","New York Stock Exchange Inc.","USD"
"TSN","TYSON FOODS INC CLASS A","Generi di largo consumo","Azionario","26.091.357,78","0,02","26.091.357,78","461.141,00","56,58","Stati Uniti","New York Stock Exchange Inc.","USD"
"KEY","KEYCORP","Finanziari","Azionario","26.050.737,36","0,02","26.050.737,36","1.429.788,00","18,22","Stati Uniti","New York Stock Exchange Inc.","USD"
"CTRA","COTERRA ENERGY INC","Energia","Azionario","26.036.904,13","0,02","26.036.904,13","1.120.831,00","23,23","Stati Uniti","New York Stock Exchange Inc.","USD"
"TPL","TEXAS PACIFIC LAND CORP","Energia","Azionario","26.027.964,53","0,02","26.027.964,53","29.089,00","894,77","Stati Uniti","New York Stock Exchange Inc.","USD"
"L","LOEWS CORP","Finanziari","Azionario","26.010.656,10","0,02","26.010.656,10","268.983,00","96,70","Stati Uniti","New York Stock Exchange Inc.","USD"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","IT","Azionario","25.866.906,56","0,02","25.866.906,56","358.466,00","72,16","Stati Uniti","NASDAQ","USD"
"HNR1","HANNOVER RUECK","Finanziari","Azionario","25.810.387,41","0,02","25.810.387,41","86.853,00","297,17","Germania","Xetra","EUR"
"PSTG","PURE STORAGE INC CLASS A","IT","Azionario","25.790.797,44","0,02","25.790.797,44","464.448,00","55,53","Stati Uniti","New York Stock Exchange Inc.","USD"
"DOW","DOW INC","Materiali","Azionario","25.775.063,44","0,02","25.775.063,44","1.070.393,00","24,08","Stati Uniti","New York Stock Exchange Inc.","USD"
"XRO","XERO LTD","IT","Azionario","25.720.069,95","0,02","25.720.069,95","234.862,00","109,51","Australia","Asx - All Markets","AUD"
"EVO","EVOLUTION","Consumi Discrezionali","Azionario","25.664.511,47","0,02","25.664.511,47","286.051,00","89,72","Svezia","Nasdaq Omx Nordic","SEK"
"SCMN","SWISSCOM AG","Comunicazione","Azionario","25.558.173,17","0,02","25.558.173,17","34.675,00","737,08","Svizzera","SIX Swiss Exchange","CHF"
"9531","TOKYO GAS LTD","Imprese di servizi di pubblica utilità","Azionario","25.501.087,14","0,02","25.501.087,14","653.646,00","39,01","Giappone","Tokyo Stock Exchange","JPY"
"ORG","ORIGIN ENERGY LTD","Imprese di servizi di pubblica utilità","Azionario","25.510.869,94","0,02","25.510.869,94","3.070.563,00","8,31","Australia","Asx - All Markets","AUD"
"6201","TOYOTA INDUSTRIES CORP","Industriali","Azionario","25.374.947,69","0,02","25.374.947,69","227.863,00","111,36","Giappone","Tokyo Stock Exchange","JPY"
"STMPA","STMICROELECTRONICS NV","IT","Azionario","25.335.639,62","0,02","25.335.639,62","981.391,00","25,82","Francia","Nyse Euronext - Euronext Paris","EUR"
"SNA","SNAP ON INC","Industriali","Azionario","25.293.733,20","0,02","25.293.733,20","78.270,00","323,16","Stati Uniti","New York Stock Exchange Inc.","USD"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Industriali","Azionario","25.161.006,44","0,02","25.161.006,44","329.113,00","76,45","Spagna","Bolsa De Madrid","EUR"
"WAT","WATERS CORP","Salute","Azionario","25.053.507,36","0,02","25.053.507,36","84.432,00","296,73","Stati Uniti","New York Stock Exchange Inc.","USD"
"CHRW","CH ROBINSON WORLDWIDE INC","Industriali","Azionario","25.000.235,16","0,02","25.000.235,16","206.477,00","121,08","Stati Uniti","NASDAQ","USD"
"9735","SECOM LTD","Industriali","Azionario","24.929.774,63","0,02","24.929.774,63","632.386,00","39,42","Giappone","Tokyo Stock Exchange","JPY"
"7936","ASICS CORP","Consumi Discrezionali","Azionario","24.932.000,00","0,02","24.932.000,00","901.600,00","27,65","Giappone","Tokyo Stock Exchange","JPY"
"TXT","TEXTRON INC","Industriali","Azionario","24.932.264,76","0,02","24.932.264,76","314.444,00","79,29","Stati Uniti","New York Stock Exchange Inc.","USD"
"BAMI","BANCO BPM","Finanziari","Azionario","24.726.234,40","0,02","24.726.234,40","1.778.572,00","13,90","Italia","Borsa Italiana","EUR"
"4307","NOMURA RESEARCH INSTITUTE LTD","IT","Azionario","24.651.650,61","0,02","24.651.650,61","589.810,00","41,80","Giappone","Tokyo Stock Exchange","JPY"
"MRK","MERCK","Salute","Azionario","24.624.630,26","0,02","24.624.630,26","189.104,00","130,22","Germania","Xetra","EUR"
"UPM","UPM-KYMMENE","Materiali","Azionario","24.573.343,31","0,02","24.573.343,31","857.529,00","28,66","Finlandia","Nasdaq Omx Helsinki Ltd.","EUR"
"TWLO","TWILIO INC CLASS A","IT","Azionario","24.541.137,54","0,02","24.541.137,54","240.741,00","101,94","Stati Uniti","New York Stock Exchange Inc.","USD"
"SGSN","SGS SA","Industriali","Azionario","24.407.040,74","0,02","24.407.040,74","231.965,00","105,22","Svizzera","SIX Swiss Exchange","CHF"
"EVRG","EVERGY INC","Imprese di servizi di pubblica utilità","Azionario","24.372.110,40","0,02","24.372.110,40","335.704,00","72,60","Stati Uniti","NASDAQ","USD"
"A5G","AIB GROUP PLC","Finanziari","Azionario","24.320.781,04","0,02","24.320.781,04","2.898.254,00","8,39","Irlanda","Irish Stock Exchange - All Market","EUR"
"GMAB","GENMAB","Salute","Azionario","24.305.260,04","0,02","24.305.260,04","100.794,00","241,14","Danimarca","Omx Nordic Exchange Copenhagen A/S","DKK"
"MAS","MASCO CORP","Industriali","Azionario","24.274.257,66","0,02","24.274.257,66","332.433,00","73,02","Stati Uniti","New York Stock Exchange Inc.","USD"
"ILMN","ILLUMINA INC","Salute","Azionario","24.275.462,40","0,02","24.275.462,40","240.828,00","100,80","Stati Uniti","NASDAQ","USD"
"BALL","BALL CORP","Materiali","Azionario","24.257.298,45","0,02","24.257.298,45","456.565,00","53,13","Stati Uniti","New York Stock Exchange Inc.","USD"
"RS","RELIANCE STEEL & ALUMINUM","Materiali","Azionario","24.240.977,88","0,02","24.240.977,88","84.732,00","286,09","Stati Uniti","New York Stock Exchange Inc.","USD"
"ESSITY B","ESSITY CLASS B","Generi di largo consumo","Azionario","24.214.600,63","0,02","24.214.600,63","910.431,00","26,60","Svezia","Nasdaq Omx Nordic","SEK"
"BAER","JULIUS BAER GRUPPE AG","Finanziari","Azionario","24.182.535,25","0,02","24.182.535,25","332.634,00","72,70","Svizzera","SIX Swiss Exchange","CHF"
"RPM","RPM INTERNATIONAL INC","Materiali","Azionario","24.047.010,54","0,02","24.047.010,54","193.662,00","124,17","Stati Uniti","New York Stock Exchange Inc.","USD"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industriali","Azionario","24.047.671,10","0,02","24.047.671,10","201.590,00","119,29","Stati Uniti","New York Stock Exchange Inc.","USD"
"SAAB B","SAAB CLASS B","Industriali","Azionario","24.034.371,44","0,02","24.034.371,44","462.297,00","51,99","Svezia","Nasdaq Omx Nordic","SEK"
"NST","NORTHERN STAR RESOURCES LTD","Materiali","Azionario","23.976.932,28","0,02","23.976.932,28","2.046.447,00","11,72","Australia","Asx - All Markets","AUD"
"EQH","EQUITABLE HOLDINGS INC","Finanziari","Azionario","23.906.855,28","0,02","23.906.855,28","459.041,00","52,08","Stati Uniti","New York Stock Exchange Inc.","USD"
"SUN","SUNCORP GROUP LTD","Finanziari","Azionario","23.900.928,49","0,02","23.900.928,49","1.739.264,00","13,74","Australia","Asx - All Markets","AUD"
"FOXA","FOX CORP CLASS A","Comunicazione","Azionario","23.724.397,61","0,02","23.724.397,61","402.313,00","58,97","Stati Uniti","NASDAQ","USD"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materiali","Azionario","23.686.023,02","0,02","23.686.023,02","358.282,00","66,11","Stati Uniti","New York Stock Exchange Inc.","USD"
